director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,language
vic sarin,aidan quinn,drama|family,connie nielsen,a shine of rainbows,john bell,english
william kaufman,sean cook,action|thriller,drew waters,the hit list,cole hauser,english
,blake ritson,comedy|drama|romance,romola garai,emma,rupert evans,english
david cronenberg,leslie carlson,horror|mystery|sci-fi|thriller,debbie harry,videodrome,reiner schwarz,english
cédric klapisch,cécile de france,comedy|drama,romain duris,l'auberge espagnole,iddo goldberg,french
kate barker-froyland,shawn parsons,drama|music,anne hathaway,song one,li jun li,english
barbet schroeder,chris penn,crime|mystery|thriller,ryan gosling,murder by numbers,agnes bruckner,english
martin koolhoven,tygo gernandt,drama|history|war,yorick van wageningen,winter in wartime,martijn lakemeier,dutch
charles matthau,michael jai white,comedy|crime|thriller,billy burke,freaky deaky,bill duke,english
john frankenheimer,paul scofield,thriller|war,jeanne moreau,the train,michel simon,english
christopher m. bessette,john billingsley,drama|thriller,mira sorvino,trade of innocents,trieu tran,english
prachya pinkaew,nathan jones,action|crime|drama|thriller,jon foo,the protector,johnny nguyen,thai
gary sinyor,frank finlay,comedy,sean pertwee,stiff upper lips,samuel west,english
,belinda stewart-wilson,comedy|romance,simon bird,the inbetweeners,james buckley,english
gurinder chadha,parminder nagra,comedy|drama|romance|sport,archie panjabi,bend it like beckham,anupam kher,english
john sayles,edie falco,drama|romance,miguel ferrer,sunshine state,timothy hutton,english
preston a. whitmore ii,wayne brady,action|sport,wesley jonathan,crossover,eva marcille,english
ashish r. mohan,mithun chakraborty,action|comedy,asin,khiladi 786,johnny lever,hindi
jaume balagueró,pablo rosso,horror,jonathan d. mellor,[rec] 2,andrea ros,spanish
stewart raffill,alexis biesiada,musical,kayla jackson,standing ovation,kayla raparelli,english
george roy hill,robert shaw,comedy|crime|drama,eileen brennan,the sting,ray walston,english
hugh hudson,ben cross,biography|drama|sport,alice krige,chariots of fire,john gielgud,english
darren grant,kimberly elise,comedy|drama|romance,cicely tyson,diary of a mad black woman,tamara taylor,english
scott hicks,armin mueller-stahl,biography|drama|music|romance,noah taylor,shine,nicholas bell,english
joseph gordon-levitt,scarlett johansson,comedy|drama|romance,joseph gordon-levitt,don jon,tony danza,english
clint eastwood,richard bull,mystery|western,clint eastwood,high plains drifter,john hillerman,english
terry zwigoff,steve buscemi,comedy|drama,scarlett johansson,ghost world,t.j. thyne,english
richard eyre,jim broadbent,biography|drama|romance,kate winslet,iris,kris marshall,english
william sachs,avery schreiber,comedy|sci-fi,stephen macht,galaxina,angelo rossitto,english
christophe barratier,françois berléand,drama|music,jean-baptiste maunier,the chorus,gérard jugnot,french
Émile gaudreault,luke kirby,comedy|drama,paul sorvino,mambo italiano,claudia ferri,english
james cox,louis lombardi,crime|drama|mystery|thriller,alexis dziena,wonderland,franky g,english
spike lee,john savage,drama,ruby dee,do the right thing,danny aiello,english
james toback,eric stoltz,comedy|crime|drama|romance|thriller,sarah michelle gellar,harvard man,joey lauren adams,english
aki kaurismäki,kati outinen,comedy|drama,jean-pierre léaud,le havre,jean-pierre darroussin,french
gaspar noé,albert dupontel,crime|drama|mystery|thriller,philippe nahon,irreversible,jo prestia,french
hitoshi matsumoto,hitoshi matsumoto,comedy|drama,lindsay kay hayward,r100,shinobu terajima,japanese
rakeysh omprakash mehra,steven mackintosh,comedy|drama|history|romance,anupam kher,rang de basanti,madhavan,hindi
collin schiffli,john heard,drama,kim shaw,animals,david dastmalchian,english
george ratliff,cree kelly,action|comedy|drama|thriller,jim gaffigan,salvation boulevard,mike eshaq,english
david wain,ken marino,comedy|romance,jon hamm,the ten,ron silver,english
shane meadows,paddy considine,comedy|drama,bob hoskins,a room for romeo brass,shane meadows,english
morten tyldum,synnøve macody lund,crime|drama|thriller,aksel hennie,headhunters,julie r. Ølgaard,norwegian
jon wright,richard coyle,comedy|horror|sci-fi|thriller,russell tovey,grabbers,bronagh gallagher,english
michael mcgowan,adam butcher,comedy|drama|sport,campbell scott,saint ralph,gordon pinsent,english
liv ullmann,jessica chastain,drama|romance,samantha morton,miss julie,colin farrell,english
jeannot szwarc,bill erwin,drama|fantasy|romance,teresa wright,somewhere in time,george voskovec,english
rohan sippy,bipasha basu,action|crime|drama|thriller,abhishek bachchan,dum maaro dum,prateik,hindi
james wan,barbara hershey,fantasy|horror|thriller,lin shaye,insidious: chapter 2,leigh whannell,english
darren lynn bousman,tony nappo,horror|mystery,emmanuelle vaugier,saw ii,shawnee smith,english
dan trachtenberg,john gallagher jr.,drama|horror|mystery|sci-fi|thriller,bradley cooper,10 cloverfield lane,sumalee montano,english
jeff tremaine,steve-o,comedy|documentary,bam margera,jackass: the movie,chris pontius,english
david f. sandberg,amiah miller,horror,billy burke,lights out,gabriel bateman,english
henry joost,sprague grayden,horror,johanna braddy,paranormal activity 3,christopher nicholas smith,english
stiles white,shelley hennig,fantasy|horror,lin shaye,ouija,daren kagasoff,english
chuck russell,heather langenkamp,action|fantasy|horror|thriller,john saxon,a nightmare on elm street 3: dream warriors,jennifer rubin,english
joel edgerton,allison tolman,mystery|thriller,busy philipps,the gift,wendell pierce,english
eugenio derbez,jessica lindsey,comedy|drama,eugenio derbez,instructions not included,hugo stiglitz,spanish
henry joost,brendon eggertsen,horror,matt shively,paranormal activity 4,alisha boe,english
henry koster,jean simmons,drama|history,richard burton,the robe,victor mature,english
blake edwards,herbert lom,comedy|crime|mystery,burt kwouk,the return of the pink panther,catherine schell,english
rachel talalay,tom arnold,comedy|fantasy|horror|thriller,johnny depp,freddy's dead: the final nightmare,yaphet kotto,english
patty jenkins,bruce dern,biography|crime|drama|thriller,charlize theron,monster,pruitt taylor vince,english
richard fleischer,robert j. wilke,adventure|drama|family|fantasy|sci-fi,james mason,"20,000 leagues under the sea",paul lukas,english
christopher landon,gloria sandoval,fantasy|horror|thriller,richard cabral,paranormal activity: the marked ones,molly ephraim,english
david lynch,anne bancroft,biography|drama,anthony hopkins,the elephant man,dexter fletcher,english
jean-marc vallée,jennifer garner,biography|drama,matthew mcconaughey,dallas buyers club,denis o'hare,english
david gelb,mark duplass,horror|sci-fi|thriller,olivia wilde,the lazarus effect,donald glover,english
christopher nolan,thomas lennon,mystery|thriller,callum rennie,memento,jorja fox,english
mike flanagan,rory cochrane,horror|mystery,james lafferty,oculus,garrett ryan,english
kevin smith,jason mewes,comedy,ethan suplee,clerks ii,brian o'halloran,english
stephen daldry,gary lewis,drama|music,julie walters,billy elliot,jamie draven,english
nat faxon,liam james,comedy|drama,steve carell,the way way back,jim rash,english
george jackson,tisha campbell-martin,comedy|drama|music|romance,william schallert,house party 2,helen martin,english
george miller,jack thompson,adventure|drama|family|romance|western,tony bonner,the man from snowy river,tom burlinson,english
maurice joyce,constance shulman,animation|comedy|family,frank welker,doug's 1st movie,alice playten,english
robert duvall,todd allen,drama,john beasley,the apostle,june carter cash,english
frank perry,xander berkeley,biography|drama,faye dunaway,mommie dearest,diana scarwid,english
jesse peretz,adam scott,comedy|drama,zooey deschanel,our idiot brother,steve coogan,english
stephen hopkins,tony curran,biography|drama|sport,william hurt,race,david kross,english
ice cube,monica calhoun,comedy|drama,bernie mac,the players club,chrystale wilson,english
tim blake nelson,andrew keegan,drama|romance|thriller,mekhi phifer,o,john heard,english
john erick dowdle,edwin hodge,horror|mystery|thriller,ben feldman,"as above, so below",perdita weeks,english
bille woodruff,cameron mills,drama|thriller,boris kodjoe,addicted,sharon leal,spanish
kasi lemmons,lynn whitfield,drama,jurnee smollett-bell,eve's bayou,diahann carroll,english
richard glatzer,hunter parrish,drama,kristen stewart,still alice,seth gilliam,english
michael curtiz,peter ustinov,drama|history,gene tierney,the egyptian,jean simmons,english
bruce malmuth,lindsay wagner,action|crime|thriller,sylvester stallone,nighthawks,persis khambatta,english
rob hedden,peter mark richman,adventure|horror,kane hodder,friday the 13th part viii: jason takes manhattan,scott reeves,english
joel zwick,louis mandylor,comedy|family|romance,nia vardalos,my big fat greek wedding,lainie kazan,english
harmony korine,heather morris,crime|drama,james franco,spring breakers,rachel korine,english
joe chappelle,kim darby,horror|thriller,donald pleasence,halloween: the curse of michael myers,mitchell ryan,english
alfonso cuarón,daniel giménez cacho,adventure|comedy|drama|romance,maribel verdú,y tu mamá también,maría aura,spanish
edgar wright,dylan moran,comedy|horror,peter serafinowicz,shaun of the dead,rafe spall,english
mickey liddell,randy wayne,drama|horror|thriller,jessica lowndes,the haunting of molly hartley,haley bennett,english
john sayles,clifton james,drama|mystery,matthew mcconaughey,lone star,miriam colon,english
dwight h. little,kathleen kinmont,horror|thriller,donald pleasence,halloween 4: the return of michael myers,ellie cornell,english
fred walton,deborah foreman,horror|mystery,thomas f. wilson,april fool's day,clayton rohner,english
barry levinson,daniel stern,comedy|drama,steve guttenberg,diner,ellen barkin,english
steve carver,william sanderson,action|crime|drama|thriller|western,david carradine,lone wolf mcquade,robert beltran,english
gonzalo lópez-gallego,ryan robbins,horror|mystery|sci-fi|thriller,warren christie,apollo 18,andrew airlie,english
christine jeffs,mary lynn rajskub,comedy|drama,clifton collins jr.,sunshine cleaning,paul dooley,english
john erick dowdle,claire geare,action|thriller,sterling jerins,no escape,sahajak boonthanakit,english
don coscarelli,john amos,action|adventure|fantasy,vanna bonta,the beastmaster,rip torn,english
king vidor,george sanders,drama|history|romance|war,gina lollobrigida,solomon and sheba,finlay currie,english
michael tiddes,mike epps,comedy,fred willard,fifty shades of black,russell peters,english
bill duke,jenifer lewis,drama|romance,eddie cibrian,not easily broken,wood harris,english
frank borzage,helen hayes,drama|romance|war,gary cooper,a farewell to arms,adolphe menjou,english
bille woodruff,brandy norwood,comedy|romance,donald faison,the perfect match,lauren london,english
mamoru hosoda,colleen o'shaughnessey,action|adventure|animation|family|sci-fi,lara jill miller,digimon: the movie,mona marshall,english
brian dannelly,patrick fugit,comedy|drama,macaulay culkin,saved!,eva amurri martino,english
denys arcand,stéphane rousseau,comedy|crime|drama|mystery|romance,marie-josée croze,the barbarian invasions,marina hands,french
richard lester,denholm elliott,adventure|drama|romance,robert shaw,robin and marian,nicol williamson,english
j.s. cardone,kerr smith,horror|thriller,brendan fehr,the forsaken,izabella miko,english
guy hamilton,carl weathers,action|drama|war,harrison ford,force 10 from navarone,franco nero,english
jay levey,gedde watanabe,comedy|drama,fran drescher,uhf,michael richards,english
nicholaus goossen,joel david moore,comedy,linda cardellini,grandma's boy,shirley jones,english
tamara jenkins,kevin corrigan,comedy|drama,natasha lyonne,slums of beverly hills,jessica walter,english
sergio leone,woody strode,western,claudia cardinale,once upon a time in the west,jack elam,english
jon favreau,faizon love,comedy|crime|drama|thriller,jon favreau,made,jonathan silverman,english
duncan jones,matt berry,drama|mystery|sci-fi,kevin spacey,moon,benedict wong,english
scott marshall,jami gertz,comedy,miranda cosgrove,keeping up with the steins,carter jenkins,english
ronan chapalain,guillaume denaiffe,documentary,norbert ferrer,sea rex 3d: journey to a prehistoric world,chloe hollings,english
atom egoyan,sarah polley,drama,bruce greenwood,the sweet hereafter,simon baker,english
xavier beauvois,michael lonsdale,drama,lambert wilson,of gods and men,olivier rabourdin,french
randall miller,freddy rodríguez,comedy|drama,alan rickman,bottle shock,greg collins,english
jerry belson,tim thomerson,comedy|music|sci-fi,cassandra peterson,jekyll and hyde... together again,bess armstrong,english
peter jackson,jed brophy,biography|crime|drama|romance|thriller,kate winslet,heavenly creatures,liz mullane,english
michael polish,bobby batson,drama,hayden christensen,90 minutes in heaven,cynthia barrett,english
dan rush,scott takeda,comedy|drama,will ferrell,everything must go,stephen root,english
jake kasdan,ryan o'neal,comedy|crime|drama|mystery|thriller,kim dickens,zero effect,angela featherstone,english
brad anderson,jennifer jason leigh,drama|thriller,christian bale,the machinist,reg e. cathey,english
paul schrader,jane adams,crime|drama,dana delany,light sleeper,david clennon,english
michael cuesta,paz vega,biography|crime|drama|mystery|thriller,jeremy renner,kill the messenger,robert pralgo,english
john cameron mitchell,jon tenney,drama,dianne wiest,rabbit hole,tammy blanchard,english
fenton bailey,mia kirshner,biography|crime|drama|thriller,macaulay culkin,party monster,marilyn manson,english
jeremy saulnier,mark webber,crime|horror|music|thriller,alia shawkat,green room,joe cole,english
billy kent,tim russ,comedy|drama|romance,liza minnelli,the oh in ohio,winter ave zoli,english
james manera,greg germann,drama|mystery|sci-fi,joaquim de almeida,atlas shrugged: who is john galt?,kristoffer polaha,english
wes anderson,darryl cox,comedy|crime|drama,andrew wilson,bottle rocket,lumi cavazos,english
kevin spacey,joe mantegna,crime|drama|thriller,viggo mortensen,albino alligator,faye dunaway,english
feroz abbas khan,bhoomika chawla,biography|drama|history,akshaye khanna,"gandhi, my father",darshan jariwala,hindi
errol morris,megan ambuhl graner,crime|documentary|war,jeffrey frost,standard operating procedure,ken davis,english
dennis hopper,don gordon,drama,raymond burr,out of the blue,jim byrnes,english
eli craig,tyler labine,comedy|horror,katrina bowden,tucker and dale vs evil,chelan simmons,english
nicholas fackler,ellen burstyn,drama|romance,adam scott,"lovely, still",martin landau,english
richard wallace,paul fix,adventure|drama|romance,judith anderson,tycoon,laraine day,english
morgan j. freeman,john heard,drama,ethan suplee,desert blue,sara gilbert,english
matthew hastings,marc trottier,comedy|horror|sci-fi,meghan ory,decoys,corey sevier,english
m. night shyamalan,patch darragh,horror|thriller,ocean james,the visit,olivia dejonge,english
brian de palma,daniel stewart sherman,crime|thriller|war,mike figueroa,redacted,kel o'neill,english
klaus menzel,jacqueline bisset,mystery|romance|thriller,adam garcia,fascination,alice evans,english
,dylan minnette,drama|fantasy,holly hunter,saving grace,bokeem woodbine,english
oren peli,sandra staggs,horror|sci-fi|thriller,glenn campbell,area 51,jelena nik,english
jaume balagueró,tony corvillo,drama|horror|thriller,luis tosar,sleep tight,marta etura,spanish
paul andrew williams,doug bradley,comedy|crime|horror|thriller,dave legeno,the cottage,georgia groome,english
stephen herek,callum blue,comedy|drama|fantasy,henry ian cusick,dead like me: life after death,shenae grimes-beech,english
bob saget,john stamos,animation|comedy,alyson hannigan,farce of the penguins,jim belushi,english
jim amatulli,patricia neal,drama|family|music,heather locklear,flying by,katie leclerc,english
,dulé hill,comedy|crime|mystery,corbin bernsen,psych,timothy omundson,english
william h. macy,felicity huffman,comedy|drama|music,billy crudup,rudderless,david adam flannery,english
barrett esposito,cyndi lauper,animation|family,chazz palminteri,henry & me,danny aiello,english
mitch davis,jon heder,comedy,gary cole,christmas eve,cheryl hines,english
eric bross,esai morales,crime|drama|thriller,teri polo,we have your husband,nicholas gonzalez,english
paul schrader,irène jacob,drama|thriller,nicolas cage,dying of the light,tomiwa edun,english
vicky jewson,sofia black-d'elia,action|drama|thriller|war,james frain,born of war,lisa kay,english
peter hyams,sam waterston,action|sci-fi|thriller,david huddleston,capricorn one,hal holbrook,english
marc bennett,natasha henstridge,comedy|drama,michael rapaport,should've been romeo,costas mandylor,english
mike mayhall,cody howard,family,david raizor,running forever,martin kove,english
kevin smith,haley joel osment,comedy|fantasy|horror|thriller,johnny depp,yoga hosers,natasha lyonne,english
stanton barrett,michael dudikoff,action|horror,mikal vega,navy seals vs. zombies,ed quinn,english
jirí menzel,ivan barnev,comedy|drama|romance|war,julia jentsch,i served the king of england,milan lasica,czech
fatih akin,moritz bleibtreu,comedy|drama,udo kier,soul kitchen,birol Ünel,german
billy bob thornton,dwight yoakam,drama,robert duvall,sling blade,j.t. walsh,english
nick murphy,imelda staunton,horror|thriller,isaac hempstead wright,the awakening,joseph mawle,english
eli roth,takashi miike,horror,jay hernandez,hostel,rick hoffman,english
michael winterbottom,shirley henderson,comedy|drama,steve coogan,tristram shandy: a cock and bull story,dylan moran,english
jeff nichols,shea whigham,drama|thriller,katy mixon,take shelter,robert longstreet,english
frank laloggia,lukas haas,fantasy|horror|mystery|thriller,alex rocco,lady in white,katherine helmond,english
jeremy brock,julie walters,comedy|drama,rupert grint,driving lessons,tamsin egerton,english
scott foley,greg grunberg,comedy|crime,donald faison,let's kill ward's wife,dagmara dominczyk,english
tobe hooper,lou perryman,comedy|horror,bill johnson,the texas chainsaw massacre 2,jim siedow,english
sam peckinpah,bob dylan,biography|drama|romance|western,james coburn,pat garrett & billy the kid,jason robards,english
nicolas winding refn,kristin scott thomas,crime|drama,ryan gosling,only god forgives,yayaying rhatha phongam,english
christophe ali,isild le besco,drama,denis lavant,camping sauvage,emmanuelle bercot,french
gabriela tagliavini,kate del castillo,comedy,maria conchita alonso,without men,camryn manheim,english
shekar,diganth,comedy|romance,bhama,barfi,dileep raj,kannada
shona auerbach,sharon small,drama|romance,gerard butler,dear frankie,jack mcelhone,english
leonard farlinger,gary farmer,western,keith carradine,all hat,stephen mchattie,english
michel leclerc,jacques gamblin,comedy|drama|romance,sara forestier,the names of love,zinedine soualem,french
analeine cal y mayor,douglas smith,comedy|drama,zoë kravitz,treading water,kim ly,english
tom kalin,elena anaya,drama,eddie redmayne,savage grace,stephen dillane,english
robert sarkies,matthew sunderland,crime|drama,william kircher,out of the blue,paul glover,english
hugh wilson,bubba smith,comedy,steve guttenberg,police academy,michael winslow,english
randal kleiser,christopher atkins,adventure|drama|romance,brooke shields,the blue lagoon,leo mckern,english
mike newell,james fleet,comedy|drama|romance,kristin scott thomas,four weddings and a funeral,simon callow,english
amy heckerling,judge reinhold,comedy|drama,jennifer jason leigh,fast times at ridgemont high,vincent schiavelli,english
john huston,richard basehart,adventure|drama,royal dano,moby dick,james robertson justice,english
spike lee,rosario dawson,drama,philip seymour hoffman,25th hour,aaron stanford,english
,indiana evans,crime|drama,dan fogler,secrets and lies,kadee strickland,english
lana wachowski,kevin michael richardson,crime|drama|romance|thriller,christopher meloni,bound,peter spellos,english
darren aronofsky,mark margolis,drama,ellen burstyn,requiem for a dream,louise lasser,english
walter lang,jeanne crain,musical|romance,dana andrews,state fair,frank mchugh,english
carlos saura,juan luis galiardo,drama|musical,mía maestro,tango,miguel Ángel solá,spanish
oliver stone,john savage,drama|history|thriller|war,jim belushi,salvador,juan fernández,english
andrew erwin,sarah drew,comedy,alex kendrick,moms' night out,patricia heaton,english
richard kelly,mary mcdonnell,drama|sci-fi|thriller,jake gyllenhaal,donnie darko,james duval,english
beto gómez,gerardo taracena,adventure|comedy|western,jaime camil,saving private perez,joaquín cosio,spanish
mike van diem,fedja van huêt,crime|drama|mystery,jan decleir,character,hans kesting,dutch
jonas Åkerlund,nicholas gonzalez,comedy|crime|drama,patrick fugit,spun,debbie harry,english
todd solondz,shirley henderson,comedy|drama,rich pecci,life during wartime,charlotte rampling,english
chan-wook park,yeong-ae lee,crime|drama,min-sik choi,lady vengeance,hye-jeong kang,korean
rené féret,clovis fouin,biography|drama|music|romance,nicolas giraud,mozart's sister,marie féret,french
barry skolnick,jason flemyng,comedy|drama|sport,jason statham,mean machine,danny dyer,english
johnnie to,anthony chau-sang wong,action|crime|thriller,simon yam,exiled,josie ho,cantonese
mateo gil,dominique mcelligott,action|adventure|western,sam shepard,blackthorn,stephen rea,english
lukas moodysson,artyom bogucharskiy,crime|drama,oksana akinshina,lilya 4-ever,lyubov agapova,russian
agnieszka wojtowicz-vosloo,josh charles,drama|horror|mystery|thriller,liam neeson,after.life,chandler canterbury,english
kabir sadanand,sana saeed,drama|thriller,jimmy shergill,fugly,dimple kapadia,hindi
milos forman,michael berryman,drama,scatman crothers,one flew over the cuckoo's nest,louise fletcher,english
peter deluise,dove cameron,comedy,katherine mcnamara,r.l. stine's monsterville: the cabinet of souls,braeden lemasters,english
mel brooks,dom deluise,comedy|romance,sid caesar,silent movie,bernadette peters,english
raja menon,sameer ali khan,action|drama|history|thriller|war,nimrat kaur,airlift,purab kohli,hindi
,jonathan crombie,drama|family,zack ward,anne of green gables,megan follows,english
ernie barbarash,michael j. morris,action|adventure,michael jai white,falcon rising,lateef crowder,english
nick love,ray winstone,action|crime|drama,hayley atwell,the sweeney,alan ford,english
jonathan glazer,james fox,crime|thriller,ray winstone,sexy beast,amanda redman,english
daniel espinosa,fares fares,action|crime|drama|thriller,fabian bolin,easy money,matias varela,swedish
niki caro,rawiri paratene,drama|family,keisha castle-hughes,whale rider,tammy davis,english
r. balki,abhishek bachchan,comedy|drama,vidya balan,paa,paresh rawal,hindi
ivan engler,claude-oliver rudolph,mystery|sci-fi|thriller,yangzom brauen,cargo,anna katharina schwabroh,german
joe wright,cara delevingne,adventure|family|fantasy,hugh jackman,pan,nonso anozie,english
kenny ortega,corbin bleu,comedy|drama|family|music|musical|romance,lucas grabeel,high school musical,olesya rulin,english
,daniella alonso,crime|drama,dorian missick,animal kingdom,ellen barkin,english
richard kwietniowski,maury chaykin,comedy|drama,jason priestley,love and death on long island,danny webb,english
timur bekmambetov,aleksey chadov,fantasy|thriller,konstantin khabenskiy,night watch,zhanna friske,russian
neil jordan,miranda richardson,crime|drama|romance|thriller,jim broadbent,the crying game,stephen rea,english
bob clark,susan clark,comedy,art hindle,porky's,tony ganios,english
george a. romero,shawn roberts,horror,julian richings,survival of the dead,kathleen munroe,english
george a. romero,duane jones,drama|horror|mystery,judith o'dea,night of the living dead,s. william hinzman,english
sofia coppola,bill murray,drama,scarlett johansson,lost in translation,catherine lambert,english
woody allen,carol kane,comedy|romance,woody allen,annie hall,shelley duvall,english
cecil b. demille,dorothy lamour,drama|family|romance,gloria grahame,the greatest show on earth,cornel wilde,english
ridley scott,maría valverde,action|adventure|drama,christian bale,exodus: gods and kings,ben mendelsohn,english
marc forster,peter boyle,drama|romance,heath ledger,monster's ball,marcus lyle brown,english
henry hobson,j.d. evermore,drama|horror,joely richardson,maggie,david a cole,english
mike figgis,valeria golino,drama|romance,nicolas cage,leaving las vegas,julian sands,english
duane journey,lara flynn boyle,comedy|horror,molly c. quinn,hansel & gretel get baked,lochlyn munro,english
dan o'bannon,clu gulager,comedy|horror|sci-fi,linnea quigley,the return of the living dead,beverly randolph,english
billy wilder,harold gould,comedy|drama|romance,austin pendleton,the front page,david wayne,english
rob cohen,hill harper,mystery|thriller,ryan guzman,the boy next door,adam hicks,english
carol reed,katy jurado,drama|romance,gina lollobrigida,trapeze,sidney james,english
,dylan minnette,drama|fantasy,holly hunter,saving grace,bokeem woodbine,english
lisa cholodenko,mia wasikowska,comedy|drama,josh hutcherson,the kids are all right,yaya dacosta,english
john carpenter,peter jason,horror|sci-fi|thriller,meg foster,they live,george 'buck' flower,english
john sturges,donald pleasence,adventure|drama|history|thriller|war,james coburn,the great escape,gordon jackson,english
william arntz,elaine hendrix,comedy|documentary|drama|fantasy|mystery|sci-fi,marlee matlin,what the #$*! do we (k)now!?,armin shimerman,english
ed gass-donnelly,spencer treat clark,drama|horror|thriller,muse watson,the last exorcism part ii,ashley bell,english
richard linklater,lorelei linklater,drama,ellar coltrane,boyhood,libby villari,english
woody allen,kevin mcnally,comedy|crime|mystery,scarlett johansson,scoop,geoff bell,english
tim burton,estella warren,action|adventure|sci-fi|thriller,cary-hiroyuki tagawa,planet of the apes,erick avari,english
dj pooh,dr. dre,comedy,angell conwell,the wash,dj pooh,english
dj pooh,mike epps,comedy,mo'nique,3 strikes,faizon love,english
wayne kramer,paul sorvino,crime|drama|fantasy|romance,estella warren,the cooler,shawn hatosy,english
john huston,kevin mccarthy,drama|romance|western,montgomery clift,the misfits,thelma ritter,english
patrick stettner,joe morton,crime|mystery|thriller,robin williams,the night listener,rory culkin,english
james melkonian,william hickey,comedy|crime,vincent pastore,the jerky boys,peter appel,english
wes craven,emily meade,horror|mystery|thriller,frank grillo,my soul to take,zena grey,english
j.a. bayona,belén rueda,drama|mystery|thriller,geraldine chaplin,the orphanage,fernando cayo,spanish
michael tiddes,essence atkins,comedy|fantasy,ashley rickards,a haunted house 2,gabriel iglesias,english
roger avary,faye dunaway,comedy|drama|romance,ian somerhalder,the rules of attraction,clifton collins jr.,english
alfred hitchcock,john vernon,drama|thriller,roscoe lee browne,topaz,philippe noiret,english
bob odenkirk,chi mcbride,comedy|crime,dylan baker,let's go to prison,amy hill,english
allison anders,alicia witt,comedy|fantasy,salma hayek,four rooms,lili taylor,english
steven shainberg,stephen mchattie,comedy|drama|romance,jeremy davies,secretary,lesley ann warren,english
rick de oliveira,alan taylor,documentary,laura ramsey,the real cancun,benjamin fletcher,english
oliver stone,zach grenier,drama,michael wincott,talk radio,bill johnson,english
christopher guest,fred willard,comedy,catherine o'hara,waiting for guffman,larry miller,english
jeff franklin,tyra banks,comedy,ivana milicevic,love stinks,bridgette wilson-sampras,english
john dahl,aaron hughes,comedy|crime|romance|thriller,philip baker hall,you kill me,jayne eastwood,english
mike mills,lou taylor pucci,comedy|drama,kelli garner,thumbsucker,nancy o'dell,english
kevin smith,michael angarano,action|crime|horror|thriller,anna gunn,red state,stephen root,english
dave mckean,gina mckee,adventure|fantasy,stephanie leonidas,mirrormask,rob brydon,english
ron fricke,balinese tari legong dancers,documentary|music,collin alfredo st. dic,samsara,puti sri candra dewi,none
ruggero deodato,eva larue,adventure|fantasy,michael berryman,the barbarians,richard lynch,english
gavin wiesen,blair underwood,drama|romance,michael angarano,the art of getting by,rita wilson,english
mora stephens,alexandra breckenridge,drama|thriller,ray winstone,zipper,elena satine,english
mars callahan,ricky schroder,drama|thriller,chazz palminteri,poolhall junkies,ernie reyes jr.,english
mike figgis,saffron burrows,drama,kelly macdonald,the loss of sexual innocence,julian sands,english
leos carax,leos carax,drama|fantasy,kylie minogue,holy motors,denis lavant,french
david gordon green,tye sheridan,drama,nicolas cage,joe,ronnie gene blevins,english
stefan schwartz,dan futterman,comedy|crime|romance,peter mcnamara,shooting fish,ralph ineson,english
renny harlin,lane smith,crime|drama|horror|thriller,viggo mortensen,prison,hal landon jr.,english
robert lee king,kathleen robertson,comedy|horror|mystery,lauren ambrose,psycho beach party,beth broderick,english
kevin allen,frances fisher,comedy,craig ferguson,the big tease,mary mccormack,english
jorge ramírez suárez,adriana barraza,drama,hector kotsifakis,"buen día, ramón",arcelia ramírez,german
david schwimmer,jordan trovillion,crime|drama|thriller,noah emmerich,trust,zoe levin,english
barry levinson,brían f. o'byrne,comedy,anna friel,an everlasting piece,pauline mclynn,english
sam miller,alan williams,comedy|romance,rachel griffiths,among giants,rob jarvis,english
anne fontaine,naomi watts,drama|romance,robin wright,adore,ben mendelsohn,english
dan ireland,danny arroyo,comedy|drama|romance,salma hayek,the velocity of gary,olivia d'abo,english
fernando león de aranoa,enrique villén,comedy|drama,luis tosar,mondays in the sun,aida folch,spanish
jim mickle,michael cerveris,drama|horror|sci-fi,connor paolo,stake land,nick damici,english
,tiffany thornton,comedy|family|romance,doug brochu,sonny with a chance,brandon mychal smith,english
stephen kay,marg helgenberger,biography|drama,keanu reeves,the last time i committed suicide,gretchen mol,english
karim aïnouz,clemens schick,drama,wagner moura,futuro beach,jesuíta barbosa,portuguese
sam levinson,ezra miller,comedy|drama,george kennedy,another happy day,demi moore,english
julian gilbey,eamonn walker,action|adventure|crime|thriller,ed speleers,a lonely place to die,sean harris,english
vincenzo natali,angelo tsarouchas,comedy|fantasy,david hewlett,nothing,marie-josée croze,english
aleksandr veledinskiy,elena lyadova,adventure|drama,konstantin khabenskiy,the geographer drank his globe away,eugenia khirivskaya,russian
peter h. hunt,ken howard,drama|family|history|musical,blythe danner,1776,howard caine,english
ruba nadda,bonnie lee bouman,drama|mystery|romance|thriller,saad siddiqui,inescapable,fadia nadda,english
howard hughes,marian marsh,drama|war,jean harlow,hell's angels,james hall,english
edward burns,rosemarie dewitt,comedy|drama|romance,debra messing,purple violets,peter jacobson,english
phil joanou,shannon woodward,horror,lily rabe,the veil,kira mclean,english
sean byrne,jessica mcnamee,horror|thriller,robin mcleavy,the loved ones,victoria thaine,english
chris stokes,rachel sterling,horror,kristen quintrall,no vacancy,black thomas,english
mark griffiths,gina holden,comedy|romance,eric mabius,how to fall in love,brooke d'orsay,english
